doc_id,business_id,business_name,text,original_text,source,tags
insp_1221,50150129,BAYA BAR,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1222,50112623,PETIT CHOU,evidence of mice or live mice in establishments food or nonfood areas,Evidence of mice or live mice in establishment's food or non-food areas.,violation,pests
insp_1223,50108252,JOHNNY DELI & GROCERY,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_1224,50053675,ERICA'S CARIBBEAN CUISINE,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_1225,50171905,CROWN FRIED CHICKEN,sanitized equipment or utensil including inuse food dispensing utensil improperly used or stored,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",violation,contamination
insp_1226,50178994,HALAL N OUT,order or notice posted or required to be posted by the department mutilated obstructed or removed,"Order or notice posted or required to be posted by the Department mutilated, obstructed or removed.",violation,
insp_1227,50041663,LIMA,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1228,50035069,OSO,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_1229,50171905,CROWN FRIED CHICKEN,properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hotcold holding areas to measure temperatures of tcs foods during cooking cooling reheating and holding,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",violation,"pests,temperature"
insp_1230,50146268,DOUBLE RESTAURANT,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_1231,50065236,LIKKLE MORE JERK,cold tcs food item held above 41 f smoked or processed fish held above 38 f intact raw eggs held above 45 f or reduced oxygen packaged rop tcs foods held above required temperatures except during active necessary preparation,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,violation,"pests,temperature,contamination"
insp_1232,50103255,HUSH,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_1233,50178154,SAZON LA COMUCHITA,personal cleanliness is inadequate outer garment soiled with possible contaminant effective hair restraint not worn where required jewelry worn on hands or arms fingernail polish worn or fingernails not kept clean and trimmed,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,violation,contamination
insp_1234,50081412,GAZALA'S,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1235,50125333,THE 6,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_1236,50000767,PARLAY CAFE,failure to make a good faith effort to inform smokers or electronic cigarette users of smokefree air act sfaa prohibitions,"Failure to make a good faith effort to inform smokers or electronic cigarette users of Smoke-Free Air Act (""SFAA"") prohibitions",violation,
insp_1237,50146374,MIDO OMAKASE ROOM,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_1238,41336612,LE POISSON ROUGE (LPR),food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_1239,50178994,HALAL N OUT,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_1240,50114404,LUCKY DHABA,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_1241,50164414,YUNNAN RICE NOODLE,cold tcs food item held above 41 f smoked or processed fish held above 38 f intact raw eggs held above 45 f or reduced oxygen packaged rop tcs foods held above required temperatures except during active necessary preparation,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,violation,"pests,temperature,contamination"
insp_1242,50108252,JOHNNY DELI & GROCERY,food protection certificate fpc not held by manager or supervisor of food operations,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,violation,pests
insp_1243,50100856,BAR CAMILLO,hot tcs food item not held at or above 140 f,Hot TCS food item not held at or above 140 °F.,violation,temperature
insp_1244,50144908,WONDER,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1245,50110594,AMA ON DOWNING,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_1246,50146374,MIDO OMAKASE ROOM,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_1247,40400453,CAFE EIGHTY TWO,accurate thermometer not provided or properly located in refrigerated cold storage or hot holding equipment,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",violation,"pests,temperature"
insp_1248,50072286,SPRINGFIELD LITTLE DUMPLING,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_1249,41163361,ANGIE'S CAFE PIZZA,wiping cloths not stored clean and dry or in a sanitizing solution between uses,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",violation,contamination
insp_1250,50135324,B2J TASTY POT,haccp plan not approved or approved haccp plan not maintained on premises,HACCP plan not approved or approved HACCP plan not maintained on premises.,violation,
insp_1251,50164414,YUNNAN RICE NOODLE,food prohibited from unapproved or unknown source home canned or home prepared animal slaughtered butchered or dressed eviscerated skinned in establishment reduced oxygen packaged rop fish not frozen before processing rop food prepared on premises transported to another site,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",violation,pests
insp_1252,50084632,E&C DELI & RESTAURANT LLC.,choking first aid poster not posted alcohol and pregnancy warning sign not posted resuscitation equipment exhaled air resuscitation masks adult  pediatric latex gloves sign not posted,"“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",violation,contamination
insp_1253,50081412,GAZALA'S,single service article not provided single service article reused or not protected from contamination when transported stored dispensed drinking straws not completely enclosed in wrapper or dispensed from a sanitary device,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",violation,contamination
insp_1254,50105729,PAUL'S,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_1255,50171905,CROWN FRIED CHICKEN,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_1256,50112623,PETIT CHOU,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_1257,40400453,CAFE EIGHTY TWO,wiping cloths not stored clean and dry or in a sanitizing solution between uses,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",violation,contamination
insp_1258,50105144,Carvel,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_1259,50112599,WINGSTOP,food protection certificate fpc not held by manager or supervisor of food operations,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,violation,pests
insp_1260,50051748,THE BUSHWICK DINER,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_1261,41539593,COATZINGO,garbage receptacle not pest or water resistant with tightfitting lids and covered except while in active use garbage receptacle and cover not cleaned after emptying and prior to reuse garbage refuse and other solid and liquid waste not collected stored removed and disposed of so as to prevent a nuisance,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",violation,"pests,contamination"
insp_1262,50114321,DEPT. OF CULTURE,contract with a pest management professional not in place record of extermination activities not kept on premises,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,violation,pests
insp_1263,50110594,AMA ON DOWNING,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_1264,50041663,LIMA,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_1265,40981913,SEBA SEBA,after cooking or removal from hot holding tcs food not cooled by an approved method whereby the internal temperature is reduced from 140 f to 70 f or less within 2 hours and from 70 f to 41 f or less within 4 additional hours,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",violation,"pests,temperature"
insp_1266,50070957,PAPA JOHN'S PIZZA,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1267,50116338,CORNBREAD,personal cleanliness is inadequate outer garment soiled with possible contaminant effective hair restraint not worn where required jewelry worn on hands or arms fingernail polish worn or fingernails not kept clean and trimmed,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,violation,contamination
insp_1268,50147706,BORA BORA,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_1269,50152143,SUPREME STEAMY SOUP,single service article not provided single service article reused or not protected from contamination when transported stored dispensed drinking straws not completely enclosed in wrapper or dispensed from a sanitary device,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",violation,contamination
insp_1270,50065236,LIKKLE MORE JERK,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1271,50114404,LUCKY DHABA,evidence of mice or live mice in establishments food or nonfood areas,Evidence of mice or live mice in establishment's food or non-food areas.,violation,pests
insp_1272,50135356,4747LIC,nuisance created or allowed to exist facility not free from unsafe hazardous offensive or annoying condition,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",violation,
insp_1273,50053675,ERICA'S CARIBBEAN CUISINE,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_1274,50086305,V3NOM CAFE & LOUNGE,food protection certificate fpc not held by manager or supervisor of food operations,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,violation,pests
insp_1275,50100856,BAR CAMILLO,dishwashing and ware washing cleaning and sanitizing of tableware including dishes utensils and equipment deficient,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",violation,contamination
insp_1276,50068945,STARBUCKS #48990,accurate thermometer not provided or properly located in refrigerated cold storage or hot holding equipment,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",violation,"pests,temperature"
insp_1277,50042695,FRECKLE JUICE,sanitized equipment or utensil including inuse food dispensing utensil improperly used or stored,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",violation,contamination
insp_1278,50114321,DEPT. OF CULTURE,hot tcs food item not held at or above 140 f,Hot TCS food item not held at or above 140 °F.,violation,temperature
insp_1279,50072286,SPRINGFIELD LITTLE DUMPLING,dishwashing and ware washing cleaning and sanitizing of tableware including dishes utensils and equipment deficient,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",violation,contamination
insp_1280,50152143,SUPREME STEAMY SOUP,cold tcs food item held above 41 f smoked or processed fish held above 38 f intact raw eggs held above 45 f or reduced oxygen packaged rop tcs foods held above required temperatures except during active necessary preparation,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,violation,"pests,temperature,contamination"
insp_1281,50150129,BAYA BAR,sodium warning icon not posted on menus menu boards or food tags for food items that contain 2300mg or more of sodium in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control or as a franchise or doing business under the same name for each menu item that is served in portions the size and content of which are standardized,"Sodium Warning icon not posted on menus, menu boards or food tags for food items that contain 2300mg or more of sodium in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized",violation,pests
insp_1282,41312436,BAGEL WORLD,contract with a pest management professional not in place record of extermination activities not kept on premises,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,violation,pests
insp_1283,50126777,TANG MUSIC LOUNGE,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_1284,50135293,MOTEL NO TELL,evidence of mice or live mice in establishments food or nonfood areas,Evidence of mice or live mice in establishment's food or non-food areas.,violation,pests
insp_1285,50117137,SOBRE MASA,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_1286,50132634,AUTHENTIC FLAVAZ,juice packaged on premises with no or incomplete label no warning statement,"Juice packaged on premises with no or incomplete label, no warning statement",violation,
insp_1287,50178994,HALAL N OUT,no approved written standard operating procedure for avoiding contamination by refillable returnable containers,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,violation,"pests,contamination"
insp_1288,50084632,E&C DELI & RESTAURANT LLC.,current letter grade or grade pending card not posted,Current letter grade or Grade Pending card not posted,violation,
insp_1289,50113635,CLUB EVOLUTION,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_1290,41504490,LA FLACA,pesticide not properly labeled or used by unlicensed individual pesticide other toxic chemical improperly usedstored unprotected unlocked bait station used,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",violation,pests
insp_1291,40981913,SEBA SEBA,unclean or cracked whole eggs or unpasteurized liquid frozen or powdered eggs kept or used,"Unclean or cracked whole eggs or unpasteurized liquid, frozen or powdered eggs kept or used.",violation,contamination
insp_1292,50152799,YAWNING COBRA,sanitized equipment or utensil including inuse food dispensing utensil improperly used or stored,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",violation,contamination
insp_1293,41174286,DUNKIN,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1294,50134429,EMPEROR DUMPLING,design construction materials used or maintenance of food contact surface improper surface not easily cleanable sanitized and maintained,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",violation,contamination
insp_1295,40884503,EL CUENCANITO,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_1296,41312436,BAGEL WORLD,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_1297,50068945,STARBUCKS #48990,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1298,50081412,GAZALA'S,filth flies or foodrefusesewage associated with frsa flies or other nuisance pests in establishments food andor nonfood areas frsa flies include house flies blow flies bottle flies flesh flies drain flies phorid flies and fruit flies,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",violation,pests
insp_1299,50133840,LAS TOXICAS,sanitized equipment or utensil including inuse food dispensing utensil improperly used or stored,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",violation,contamination
insp_1300,50171905,CROWN FRIED CHICKEN,antisiphonage or backflow prevention device not provided where required equipment or floor not properly drained sewage disposal system in disrepair or not functioning properly condensation or liquid waste improperly disposed of,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,violation,
insp_1301,50178994,HALAL N OUT,establishment is not free of harborage or conditions conducive to rodents insects or other pests,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",violation,pests
insp_1302,50084632,E&C DELI & RESTAURANT LLC.,food protection certificate fpc not held by manager or supervisor of food operations,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,violation,pests
insp_1303,50109768,BAR CORNELIA,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1304,50094835,SUPER KENNEDY FRIED CHICKEN,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1305,41692108,RUNNER & STONE,dishwashing and ware washing cleaning and sanitizing of tableware including dishes utensils and equipment deficient,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",violation,contamination
insp_1306,50035069,OSO,dishwashing and ware washing cleaning and sanitizing of tableware including dishes utensils and equipment deficient,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",violation,contamination
insp_1307,50070957,PAPA JOHN'S PIZZA,food protection certificate fpc not held by manager or supervisor of food operations,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,violation,pests
insp_1308,50103252,COMPLETE CAFE,dishwashing and ware washing cleaning and sanitizing of tableware including dishes utensils and equipment deficient,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",violation,contamination
insp_1309,50084632,E&C DELI & RESTAURANT LLC.,thawing procedure improper,Thawing procedure improper.,violation,
insp_1310,50051748,THE BUSHWICK DINER,pesticide not properly labeled or used by unlicensed individual pesticide other toxic chemical improperly usedstored unprotected unlocked bait station used,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",violation,pests
insp_1311,50125333,THE 6,food contact surface not properly washed rinsed and sanitized after each use and following any activity when contamination may have occurred,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",violation,contamination
insp_1312,50150129,BAYA BAR,wiping cloths not stored clean and dry or in a sanitizing solution between uses,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",violation,contamination
insp_1313,50072286,SPRINGFIELD LITTLE DUMPLING,food supplies or equipment not protected from potential source of contamination during storage preparation transportation display service or from customers refillable reusable container condiments not in singleservice containers or dispensed directly by the vendor,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",violation,"pests,contamination"
insp_1314,50077934,BONBON BAKERY,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1315,50132634,AUTHENTIC FLAVAZ,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1316,50065236,LIKKLE MORE JERK,after cooking or removal from hot holding tcs food not cooled by an approved method whereby the internal temperature is reduced from 140 f to 70 f or less within 2 hours and from 70 f to 41 f or less within 4 additional hours,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",violation,"pests,temperature"
insp_1317,50108252,JOHNNY DELI & GROCERY,evidence of mice or live mice in establishments food or nonfood areas,Evidence of mice or live mice in establishment's food or non-food areas.,violation,pests
insp_1318,50117137,SOBRE MASA,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1319,50110594,AMA ON DOWNING,hot tcs food item not held at or above 140 f,Hot TCS food item not held at or above 140 °F.,violation,temperature
insp_1320,50149976,PAN DE CASA BAKERY,nonfood contact surface or equipment made of unacceptable material not kept clean or not properly sealed raised spaced or movable to allow accessibility for cleaning on all sides above and underneath the unit,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",violation,contamination
insp_1321,50178994,HALAL N OUT,failure to comply with an order of the board of health commissioner or department,"Failure to comply with an order of the Board of Health, Commissioner or Department.",violation,
insp_1322,50178154,SAZON LA COMUCHITA,food protection certificate fpc not held by manager or supervisor of food operations,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,violation,pests
insp_1323,50008640,CARIDAD RESTAURANT,wiping cloths not stored clean and dry or in a sanitizing solution between uses,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",violation,contamination
insp_1324,50053675,ERICA'S CARIBBEAN CUISINE,evidence of mice or live mice in establishments food or nonfood areas,Evidence of mice or live mice in establishment's food or non-food areas.,violation,pests
