"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50135356","4747LIC","Queens","47-25","VERNON BOULEVARD","11101","9174189629","New American","2025-11-21T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","11","A","2025-11-21T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.744895365389","-73.953362200389","402","26","000700","4000303","4000460001","QN31","POINT (-73.953362200389 40.744895365389)"
"50063446","HUMMUS & PITA CO","Manhattan","585","AVENUE OF THE AMERICAS","10011","2125107405","Mediterranean","2025-11-21T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","2025-11-21T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.739025479377","-73.99563361881","104","03","008100","1014582","1007920038","MN13","POINT (-73.99563361881 40.739025479377)"
"41504490","LA FLACA","Queens","42-17","102 STREET","11368","7184293941","Latin American","2025-11-21T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","12","A","2025-11-21T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.74750197193","-73.863026033107","404","21","040500","4048571","4019770001","QN26","POINT (-73.863026033107 40.74750197193)"
"50002549","BALABOOSTA","Manhattan","611","HUDSON STREET","10014","6365285545","Mediterranean","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","26",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.737636571321","-74.005683393777","102","03","007900","1011424","1006250015","MN23","POINT (-74.005683393777 40.737636571321)"
"50100688","NACHO MACHO TACOS","Brooklyn","417","PROSPECT PLACE","11238","7186222727","Mexican","2025-11-20T00:00:00.000","Establishment re-opened by DOHMH.","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","Z","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Reopening Inspection","40.67625190359","-73.962120479604","308","35","030500","3028598","3011550001","BK61","POINT (-73.962120479604 40.67625190359)"
"50100008","DAN JONES COFFEE BAR","Manhattan","954","3 AVENUE","10022","3477202119","Coffee/Tea","2025-11-20T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2025-11-27T06:00:13.000","Administrative Miscellaneous / Initial Inspection","40.760347720672","-73.967386006202","106","04","011203","1036912","1013120033","MN19","POINT (-73.967386006202 40.760347720672)"
"50170491","MAY WAH FAST FOOD","Manhattan","190","HESTER STREET","10013","2129256776","Chinese","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","27",,,"2025-11-27T06:00:13.000","Pre-permit (Operational) / Compliance Inspection","40.718302570133","-73.998387468433","102","01","004100","1002650","1002060012","MN24","POINT (-73.998387468433 40.718302570133)"
"50108645","LAS MARGARITAS EXPRESS","Brooklyn","7302","3 AVENUE","11209","3477516771","Mexican","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","13","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.632719965457","-74.027287676331","310","47","006600","3147817","3059170038","BK31","POINT (-74.027287676331 40.632719965457)"
"50149370","THE OVEN'S SLICE","Manhattan","84","RIVINGTON STREET","10002","9176649679","Pizza","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","19","N",,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.720327709737","-73.98918091791","103","01","003001","1005536","1004160069","MN27","POINT (-73.98918091791 40.720327709737)"
"50153941","BROAD NOSH BAGELS","Manhattan","587","9 AVENUE","10036","9174090403","Sandwiches/Salads/Mixed Buffet","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","10","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.758622911937","-73.992499157065","104","03","012100","1083745","1010520001","MN15","POINT (-73.992499157065 40.758622911937)"
"50117261","R-1 HOT PIZZA","Brooklyn","972","FLATBUSH AVENUE","11226","3472840034","Pizza","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","23",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.647658166584","-73.958158380277","314","40","051002","3117182","3051020061","BK42","POINT (-73.958158380277 40.647658166584)"
"50059195","EMPANADA CITY","Brooklyn","363","LINCOLN ROAD","11225","7183635252","Spanish","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","25",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.661598505715","-73.950292064313","309","40","080400","3035435","3013300070","BK60","POINT (-73.950292064313 40.661598505715)"
"50147695","ROMA PIZZA","Manhattan","465","6 AVENUE","10011","2019663971","Pizza","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.735484803245","-73.998213848434","102","03","007100","1010582","1006070047","MN23","POINT (-73.998213848434 40.735484803245)"
"50079130","WARUDE","Brooklyn","385","TOMPKINS AVENUE","11216","6464184055","Japanese","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","36",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.684396521698","-73.944113012672","303","36","026700","3052048","3018300003","BK75","POINT (-73.944113012672 40.684396521698)"
"50164859","FLY ME TO THE MOON","Queens","61-47","188 STREET","11365","9292447008","Coffee/Tea","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","18",,,"2025-11-27T06:00:13.000","Pre-permit (Operational) / Compliance Inspection","40.73938547537","-73.785771692593","408","23","134700","4444049","4071170004","QN41","POINT (-73.785771692593 40.73938547537)"
"40376496","THE MONSTER","Manhattan","80","GROVE STREET","10014","2129243557","American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","13","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.733407004766","-74.002428368437","102","03","007100","1010232","1005920040","MN23","POINT (-74.002428368437 40.733407004766)"
"50174474","STREET VYBZ NYAMMINGS","Queens","218-73","HEMPSTEAD AVENUE","11429","3476955524","Caribbean","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","23","N",,"2025-11-27T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.713227361069","-73.735593489688","413","27","056800","4230884","4107720003","QN34","POINT (-73.735593489688 40.713227361069)"
"50151286","KUNG FU TEA","Manhattan","234","CANAL STREET","10013","9174029047","Coffee/Tea","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","23",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.717841460149","-73.999736657748","101","01","002900","1079010","1001980027","MN27","POINT (-73.999736657748 40.717841460149)"
"50119684","SYLLA'S RESTAURANT","Manhattan","1664","PARK AVENUE","10035","6464578606","African","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","19","Z","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.800216511572","-73.942563411801","111","09","018400","1051688","1016230035","MN34","POINT (-73.942563411801 40.800216511572)"
"41299322","AMOR CUBANO","Manhattan","2018","3 AVENUE","10029","2129961220","Latin American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","2","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.794661070655","-73.942427370666","111","08","017200","1080661","1016380039","MN33","POINT (-73.942427370666 40.794661070655)"
"41710646","WINDY CITY ALE HOUSE","Brooklyn","7915","3 AVENUE","11209","7186305700","American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","27",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.62837454273","-74.029040346212","310","43","006400","3150845","3059790005","BK31","POINT (-74.029040346212 40.62837454273)"
"50115619","BURGER KING","Brooklyn","6413","14 AVENUE","11219","7182368074","Hamburgers","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","5","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.625103691743","-73.998832823581","311","43","019400","3424661","3057480003","BK30","POINT (-73.998832823581 40.625103691743)"
"50106567","MEET FRESH","Brooklyn","5815","8 AVENUE","11220","7186632199","Coffee/Tea","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","31",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.636483251525","-74.008513919803","312","38","010400","3140499","3057000004","BK34","POINT (-74.008513919803 40.636483251525)"
"50075608","LUCHADORES","Manhattan","87","SOUTH STREET","10038","9174093033","Mexican","2025-11-20T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02B","Hot TCS food item not held at or above 140 °F.","Critical","53",,,"2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.705736959537","-74.003963840837","101","01","001502","1001141","1000720025","MN25","POINT (-74.003963840837 40.705736959537)"
"50090233","CHAIKHANA 7:40","Queens","63-52","BOOTH STREET","11374","7182750777","Jewish/Kosher","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","20",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.728846734493","-73.863818604788","406","30","069300","4072416","4030930030","QN18","POINT (-73.863818604788 40.728846734493)"
"50004900","C J's BAR & LOUNGE","Queens","137-09","CROSSBAY BOULEVARD","11417","7188482498","American","2025-11-20T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","44",,,"2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.671808514998","-73.843091788689","410","32","008800","4248625","4115290051","QN56","POINT (-73.843091788689 40.671808514998)"
"50176340","ARIANAS CUCINA","Staten Island","6451","AMBOY ROAD","10309","6465499741","American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"2025-11-27T06:00:13.000","Administrative Miscellaneous / Initial Inspection","40.521092081146","-74.217281076055","503","51","022600","5087075","5075400001","SI11","POINT (-74.217281076055 40.521092081146)"
"50149428","TI HU TAIWANESE CUISINE","Queens","249-11","NORTHERN BOULEVARD","11362","9293811118","Chinese","2025-11-20T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","82",,,"2025-11-27T06:00:13.000","Pre-permit (Operational) / Re-inspection","40.76798026337","-73.738039581753","411","19","147900","4169276","4081260093","QN45","POINT (-73.738039581753 40.76798026337)"
"41653102","MARISCO CENTRO SEAFOOD RESTAURANT & BAR","Bronx","610","EXTERIOR STREET","10451","7186658686","Seafood","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","26",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.821383014047","-73.930831519586","204","08","006300","2119100","2023570035","BX63","POINT (-73.930831519586 40.821383014047)"
"50117261","R-1 HOT PIZZA","Brooklyn","972","FLATBUSH AVENUE","11226","3472840034","Pizza","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","28-06","Contract with a pest management professional not in place. Record of extermination activities not kept on premises.","Not Critical","23",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.647658166584","-73.958158380277","314","40","051002","3117182","3051020061","BK42","POINT (-73.958158380277 40.647658166584)"
"41709692","BERGEN BAGELS","Brooklyn","949","FULTON STREET","11238","7187896400","Bagels/Pretzels","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","08B","Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.","Not Critical","28",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.683117548138","-73.965148826051","302","35","019900","3321941","3019780034","BK69","POINT (-73.965148826051 40.683117548138)"
"41064708","HOUSE OF PIZZA & CALZONES","Brooklyn","132","UNION STREET","11231","7186249107","Pizza","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","5","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.684163093558","-74.002260710679","306","39","005100","3004450","3003420018","BK33","POINT (-74.002260710679 40.684163093558)"
"50046390","BAGEL MARKET","Brooklyn","106","7 AVENUE","11215","7182304700","Bagels/Pretzels","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","20-04","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"2025-11-27T06:00:13.000","Administrative Miscellaneous / Initial Inspection","40.674089963658","-73.97572357618","306","39","015700","3020200","3009570038","BK37","POINT (-73.97572357618 40.674089963658)"
"50059195","EMPANADA CITY","Brooklyn","363","LINCOLN ROAD","11225","7183635252","Spanish","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","25",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.661598505715","-73.950292064313","309","40","080400","3035435","3013300070","BK60","POINT (-73.950292064313 40.661598505715)"
"50008585","PHO 32","Queens","45-34","BELL BOULEVARD","11361","7187674960","Southeast Asian","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","40",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.759318025162","-73.768817574682","411","19","144700","4156902","4073140029","QN46","POINT (-73.768817574682 40.759318025162)"
"50088595","MILKCRATE","Brooklyn","1278","49 STREET","11219","3472320256","Coffee/Tea","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","13","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.635399150687","-73.992768870768","312","44","022000","3137725","3056410037","BK88","POINT (-73.992768870768 40.635399150687)"
"50014149","HANCO'S","Brooklyn","147","MONTAGUE STREET","11201","6468296887","Southeast Asian","2025-11-20T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","65",,,"2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.694573857947","-73.993501691853","302","33","000502","3339099","3002430013","BK09","POINT (-73.993501691853 40.694573857947)"
"50010825","SHEBA HOOKAH LOUNGE","Brooklyn","7810","5 AVENUE","11209","5854560973","Middle Eastern","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04J","Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.","Critical","25","Z","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.627077503684","-74.023632421963","310","47","013600","3150365","3059700045","BK31","POINT (-74.023632421963 40.627077503684)"
"50006265","LUNG HWA","Queens","36-07","164 STREET","11358","7183592624","Chinese","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","3","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.762571867161","-73.801786019347","407","19","117500","4119568","4052870015","QN51","POINT (-73.801786019347 40.762571867161)"
"50176923","KUSTOM","Manhattan","400","WEST   47 STREET","10036","2016471923","Coffee/Tea","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","37","N",,"2025-11-27T06:00:13.000","Pre-permit (Non-operational) / Compliance Inspection","40.761773766834","-73.990748039745","104","03","012700","1026493","1010560036","MN15","POINT (-73.990748039745 40.761773766834)"
"41131266","THE POUR HOUSE","Queens","223-01","HEMPSTEAD AVENUE","11429","7184652902","American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","5","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.712080412021","-73.731031427845","413","27","056800","4231260","4107960010","QN34","POINT (-73.731031427845 40.712080412021)"
"50018574","RESIDENCE INN WORLD TRADE CENTER","Manhattan","170","BROADWAY","10038","2126008900","American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10H","Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.","Not Critical","18","Z","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.709661605149","-74.010092340491","101","01","001502","1001088","1000647502","MN25","POINT (-74.010092340491 40.709661605149)"
"40369641","JOHNNY'S REEF RESTAURANT","Bronx","2","CITY ISLAND AVENUE","10464","7188852086","Seafood","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","12","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.837664418816","-73.782898935512","210","13","051600","2082394","2056370001","BX10","POINT (-73.782898935512 40.837664418816)"
"50083250","THE GOAT","Queens","43-17","QUEENS BOULEVARD","11104","3478088759","American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","26",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.743456019748","-73.921233875405","402","26","018300","4001938","4001620043","QN31","POINT (-73.921233875405 40.743456019748)"
"41311804","ESQUIRE DINER","Queens","105-45","CROSSBAY BOULEVARD","11417","7188457600","American","2025-11-20T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","55",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.679287003406","-73.844343204856","410","32","008600","4191044","4091630071","QN56","POINT (-73.844343204856 40.679287003406)"
"50108645","LAS MARGARITAS EXPRESS","Brooklyn","7302","3 AVENUE","11209","3477516771","Mexican","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Re-inspection","40.632719965457","-74.027287676331","310","47","006600","3147817","3059170038","BK31","POINT (-74.027287676331 40.632719965457)"
"50071914","LA CABANA PERUANA RESTAURANT","Queens","91-17","ROCKAWAY BEACH BOULEVARD","11693","7187342259","Latin American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","31",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.586680651066","-73.814850024958","414","32","094203","4303620","4161340019","QN12","POINT (-73.814850024958 40.586680651066)"
"50105299","99 CENT PIZZA","Brooklyn","1276","FULTON STREET","11216","3472952882","Pizza","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","29",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.680391802779","-73.949848960024","303","36","024700","3053722","3018600053","BK61","POINT (-73.949848960024 40.680391802779)"
"40827287","AJISEN RAMEN","Manhattan","14","MOTT STREET","10013","2122679680","Japanese","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.714089354897","-73.998719435387","103","01","002900","1001685","1001620008","MN27","POINT (-73.998719435387 40.714089354897)"
"50165521","HALAL BOYZ","Queens","183-20","HORACE HARDING EXPRESSWAY","11365","9293622277","Mediterranean","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8",,,"2025-11-27T06:00:13.000","Pre-permit (Operational) / Compliance Inspection","40.739446816755","-73.790751380577","408","24","134100","4152789","4070720009","QN41","POINT (-73.790751380577 40.739446816755)"
"50149370","THE OVEN'S SLICE","Manhattan","84","RIVINGTON STREET","10002","9176649679","Pizza","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","19","N",,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.720327709737","-73.98918091791","103","01","003001","1005536","1004160069","MN27","POINT (-73.98918091791 40.720327709737)"
"50045332","ROWLAND'S BAR AND GRILL","Manhattan","151","WEST   34 STREET","10001","2128683001","American","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","12","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.750509164767","-73.989479170444","105","03","010900","1015219","1008100001","MN17","POINT (-73.989479170444 40.750509164767)"
"50054385","SABA'S PIZZA","Manhattan","1217","LEXINGTON AVENUE","10028","2129879130","Jewish/Kosher","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","08B","Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.","Not Critical","12","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.777161524498","-73.957271517721","108","04","014000","1047610","1015110020","MN40","POINT (-73.957271517721 40.777161524498)"
"50152644","CHAR SIU BAO BAKERY","Queens","253-07","NORTHERN BOULEVARD","11362","7183169767","Korean","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","40",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.770809513137","-73.735382041689","411","19","147900","4169411","4081320054","QN45","POINT (-73.735382041689 40.770809513137)"
"50126976","NO PULP","Manhattan","193","ORCHARD STREET","10002","9174090003","Juice, Smoothies, Fruit Salads","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","19",,,"2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.722216005782","-73.988130779424","103","01","003001","1005549","1004170058","MN27","POINT (-73.988130779424 40.722216005782)"
"50013941","BAGEL ROAD","Brooklyn","1424","SHEEPSHEAD BAY ROAD","11235","7186761471","Bagels/Pretzels","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","9","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Cycle Inspection / Initial Inspection","40.587455407268","-73.954509479058","315","48","060600","3204917","3074590016","BK17","POINT (-73.954509479058 40.587455407268)"
"50135778","TSUBAME","Manhattan","11","PARK PLACE","10007","9296145998","Japanese","2025-11-20T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","12","A","2025-11-20T00:00:00.000","2025-11-27T06:00:13.000","Pre-permit (Operational) / Initial Inspection","40.712820978699","-74.008296457327","101","01","002100","1001399","1001240004","MN24","POINT (-74.008296457327 40.712820978699)"
